202021031200	2.9700
202021031210	3.1614
202021031220	3.1482
202021031230	2.9172
202021031240	2.4684
202021031250	2.2242
202021031300	1.9800
202021031310	1.7688
202021031320	1.6698
202021031330	1.5576
202021031340	1.4652
202021031350	1.9272
202021031400	2.6796
202021031410	2.8248
202021031420	2.8380
202021031430	2.8974
202021031440	3.2538
202021031450	3.3462
202021031500	3.1350
202021031510	2.8050
202021031520	3.0426
202021031530	3.3594
202021031540	3.1416
202021031550	2.7588
202021031600	2.5938
202021031610	2.8776
202021031620	2.7984
202021031630	2.7852
202021031640	2.8116
202021031650	2.6070
202021031700	2.1648
202021031710	2.1846
202021031720	2.3826
202021031730	2.0724
202021031740	1.7424
202021031750	2.1582
202021031800	2.4816
202021031810	2.6070
202021031820	2.8842
202021031830	3.1086
202021031840	3.0624
202021031850	3.6696
202021031900	3.5046
202021031910	3.2010
202021031920	3.1086
202021031930	3.0954
202021031940	3.0624
202021031950	3.0756
202021032000	3.1152
202021032010	3.1416
202021032020	3.1350
202021032030	3.1680
202021032040	2.9634
202021032050	2.8710
202021032100	2.9634
202021032110	2.8710
202021032120	2.9370
202021032130	3.0096
202021032140	3.2208
202021032150	3.3528
202021032200	3.6102
202021032210	3.8214
202021032220	3.9930
202021032230	4.2438
202021032240	3.8346
202021032250	3.7950
202021032300	3.8412
202021032310	3.7488
202021032320	3.5112
202021032330	3.6696
202021032340	3.6102
202021032350	3.5376
202022030000	3.6564
202022030010	3.6762
202022030020	3.7950
202022030030	3.8808
202022030040	3.7356
202022030050	3.5838
202022030100	3.3000
202022030110	2.9568
202022030120	2.7390
202022030130	2.5476
202022030140	2.4288
202022030150	2.3430
202022030200	2.1978
202022030210	2.2968
202022030220	2.3166
202022030230	2.3166
202022030240	2.2044
202022030250	2.1054
202022030300	2.0856
202022030310	1.9800
202022030320	1.8084
202022030330	1.7556
202022030340	1.7160
202022030350	1.5708
202022030400	1.3596
202022030410	1.1352
202022030420	1.0626
202022030430	1.0560
202022030440	0.9702
202022030450	0.7788
202022030500	0.5940
202022030510	0.4686
202022030520	0.3828
202022030530	0.2904
202022030540	0.2706
202022030550	0.2838
202022030600	0.3564
202022030610	0.4950
202022030620	0.6798
202022030630	0.8382
202022030640	0.9438
202022030650	0.9768
202022030700	1.0032
202022030710	1.0560
202022030720	1.1418
202022030730	1.2540
202022030740	1.3398
202022030750	1.3926
202022030800	1.4652
202022030810	1.5510
202022030820	1.6368
202022030830	1.7358
202022030840	1.8348
202022030850	1.8810
202022030900	1.8942
202022030910	1.8744
202022030920	1.8216
202022030930	1.7688
202022030940	1.7490
202022030950	1.7292
202022031000	1.7160
202022031010	1.7028
202022031020	1.7028
202022031030	1.7094
202022031040	1.7622
202022031050	1.8282
202022031100	1.8546
202022031110	1.8546
202022031120	1.9008
202022031130	1.9668
202022031140	2.0262
202022031150	2.0790
202022031200	2.1516
202022031210	2.2242
202022031220	2.2770
202022031230	2.3430
202022031240	2.4288
202022031250	2.4882
202022031300	2.5542
202022031310	2.5278
202022031320	2.3760
202022031330	2.3430
202022031340	2.2374
202022031350	2.1582
202022031400	2.1912
202022031410	1.8480
202022031420	1.5774
202022031430	1.3464
202022031440	1.0428
202022031450	1.0032
202022031500	0.8976
202022031510	0.7194
202022031520	0.6072
202022031530	0.5016
202022031540	0.4554
202022031550	0.3696
202022031600	0.3894
202022031610	0.4950
202022031620	0.5940
202022031630	0.8184
202022031640	0.9372
202022031650	0.8712
202022031700	0.8778
202022031710	0.8844
202022031720	0.8646
202022031730	0.7986
202022031740	0.7260
202022031750	0.5676
202022031800	0.3036
202022031810	0.0858
202022031820	0.2640
202022031830	0.4290
202022031840	0.4950
202022031850	0.3036
202022031900	0.1386
202022031910	0.4092
202022031920	0.4752
202022031930	0.5148
202022031940	0.6666
202022031950	0.8052
202022032000	0.8514
202022032010	0.7986
202022032020	0.9240
202022032030	1.1814
202022032040	1.0626
202022032050	0.8844
202022032100	0.9174
202022032110	1.1088
202022032120	0.5808
202022032130	0.8184
202022032140	0.4290
202022032150	0.2904
202022032200	0.3366
202022032210	0.4950
202022032220	0.7788
202022032230	1.1418
202022032240	1.6236
202022032250	1.8546
202022032300	1.3530
202022032310	0.9900
202022032320	0.9570
202022032330	1.0296
202022032340	1.0626
202022032350	1.1682
202023030000	1.1682
202023030010	0.9768
202023030020	0.7656
202023030030	0.6138
202023030040	0.4488
202023030050	0.3234
202023030100	0.2178
202023030110	0.2640
202023030120	0.2574
202023030130	0.1188
202023030140	0.1782
202023030150	0.2772
202023030200	0.2178
202023030210	0.2046
202023030220	0.2112
202023030230	0.3036
202023030240	0.3300
202023030250	0.3630
202023030300	0.3960
202023030310	0.4422
202023030320	0.5412
202023030330	0.6072
202023030340	0.6930
202023030350	0.7524
202023030400	0.7128
202023030410	0.5610
202023030420	0.1914
202023030430	0.1188
202023030440	0.2244
202023030450	0.3102
202023030500	0.2574
202023030510	0.1716
202023030520	0.1584
202023030530	0.1716
202023030540	0.3102
202023030550	0.6072
202023030600	0.6270
202023030610	0.7062
202023030620	0.2640
202023030630	0.3234
202023030640	0.4092
202023030650	0.3762
202023030700	0.2640
202023030710	0.3366
202023030720	0.6006
202023030730	0.6864
202023030740	0.3366
202023030750	0.4422
202023030800	0.4620
202023030810	0.4620
202023030820	0.4290
202023030830	0.3498
202023030840	0.3828
202023030850	0.4554
202023030900	0.5808
202023030910	0.6336
202023030920	0.7062
202023030930	0.6798
202023030940	0.7326
202023030950	0.8316
202023031000	0.8514
202023031010	0.7854
202023031020	0.6534
202023031030	0.5940
202023031040	0.5676
202023031050	0.5742
202023031100	0.6732
202023031110	0.7194
202023031120	0.7920
202023031130	0.8712
202023031140	0.9636
202023031150	1.1286
